id,text
IMPORT/EXPORT,"Dear PSA Team, We could not find the following containers in the PSA flat files. However, these containers do exist in the Coarri file (please refer to the attachment). Could you please provide the flat file for these containers? Thank you for your assistance. Vessel :SEVILLIA, voyage :999n"
EDI/API,"Time zone drift caused eventTime to serialize in UTC+0 for partner Partner-A, while TOS computed local UTC+8. Container CMAU9365193 milestones appeared out-of-order on the portal; ANSI X12 315 'Gate Out' overshadowed later 'Loaded' event. Booking BK-H0RE3W6S not impacted operationally but customer view inconsistent. All numeric identifiers are randomized placeholders; no credentials stored. | Patched mapper to respect NAD roles; added tests for role inversion; flushed CDN. Sent sanitized incident summary to stakeholders; identifiers masked. Communications used masked ticket references where applicable. | Patched mapper to respect NAD roles; added tests for role inversion; flushed CDN. Sent sanitized incident summary to stakeholders; identifiers masked. Communications used masked ticket references where applicable."
EDI/API,"Intermittent 503 on '/bookings/v1' during webhook deliveries to Partner-C. slowest 5% of requests latency > 12s triggered breaker; retries hit max; delivery backlog observed. Downstream customer timeline showed gaps; Tuas Port ops unaffected but visibility degraded. Context tokens: RHRCLUBSINC25001151, OPERATOR. All numeric identifiers are randomized placeholders; no credentials stored. | Escalate to EDIAPI Product Team | Escalate to EDIAPI Product Team"
Container Report,"Translator rejected EDIFACT COARRI for CMAU3690557: segment count mismatch, sequence skipped 018→019→021. Missing public milestone though warehouse shows correct move. | Escalate to Container Product Team | Escalate to Container Product Team"
Container Booking,"Discrepancy between customer portal and TOS for container NYKU4009850 on voyage QS19. Portal shows 'Loaded @ TU13' while TOS indicates 'In Yard - Block C4'. Audit trail reveals a late yard move event, potentially overwritten by an older milestone. Booking BK-KUU4YTN0 and seal S2284-S9B included (randomized placeholders). Yard crane QC11 handled the last move at PSA Pasir Panjang. | Ran cross-system compare and forced cache invalidation. Re-ordered events by eventTime; replayed 'Yard Move Completed'. Corrected size/type to manifest truth and locked the attribute for 6 hours. Published reconciliation summary with sanitized diffs. | Ran cross-system compare and forced cache invalidation. Re-ordered events by eventTime; replayed 'Yard Move Completed'. Corrected size/type to manifest truth and locked the attribute for 6 hours. Published reconciliation summary with sanitized diffs."
Container Report,500 responses and timeouts on '/events/subscribe' when querying EITU7242344. slowest 5% of requests latency > 10s; retries exhausted—gaps visible in customer timeline. Coincides with partner load test near PSA Pasir Panjang. | Introduced token-leeway (+60s); purged problematic cache entries; rebuilt hot keys. Shaped traffic during partner tests and published sanitized RCA. | Introduced token-leeway (+60s); purged problematic cache entries; rebuilt hot keys. Shaped traffic during partner tests and published sanitized RCA.
EDI/API,Unexpected qualifier 'CN' in EQD segment from Partner-B; schema validation failed; containers in the message not reflected on the portal timeline. All numeric identifiers are randomized placeholders; no credentials stored. | Escalate to EDIAPI Product Team | Escalate to EDIAPI Product Team
IMPORT/EXPORT,Vessel BS12 / S18 is not found in Port Program. | User can see the PP after JP sent that voyage number to PORTNET around 5:50pm. | User can see the PP after JP sent that voyage number to PORTNET around 5:50pm.
Vessel,"Schedule API intermittently returns 500 for MV TITAN CREST/43C; slowest 5% of requests latency > 12s. External subscribers missed webhook pushes; fallback polling exposed gaps in berth window at Pasir Panjang Terminal 2. All numeric identifiers are randomized placeholders; no credentials stored. | Increased timeout, tuned backoff, enabled request coalescing. Rotated OAuth keys; enforced clock-skew tolerance; added SLI alerts for error-rate/latency. Communications used masked ticket references where applicable. | Increased timeout, tuned backoff, enabled request coalescing. Rotated OAuth keys; enforced clock-skew tolerance; added SLI alerts for error-rate/latency. Communications used masked ticket references where applicable."
Container Booking,Mismatched shipment party codes for HLCU5578047. Shipper/consignee swapped after a backfill job. Customer raised billing risk; TOS remains accurate but public API cached the wrong roles. Affected terminal: Tuas Port; booking BK-GJJFGJK2. | Ran cross-system compare and forced cache invalidation. Re-ordered events by eventTime; replayed 'Yard Move Completed'. Corrected size/type to manifest truth and locked the attribute for 6 hours. Published reconciliation summary with sanitized diffs. | Ran cross-system compare and forced cache invalidation. Re-ordered events by eventTime; replayed 'Yard Move Completed'. Corrected size/type to manifest truth and locked the attribute for 6 hours. Published reconciliation summary with sanitized diffs.
Container Booking,Weight and size attributes for EITU4200550 do not align with manifest data. OMS lists 22G1 whereas the EDI intake translated to 45R1—slot planning at PSA Pasir Panjang misallocated. Voyage QS19; last known location Block B3. Suspect duplicate CODECO from yesterday caused field overwrite. | Ran de-duplication on EDI queue and restored the correct CODECO snapshot. Set precedence to prefer TOS for equipment attributes; added a rule to reject backdated updates within 120 minutes. Customer notified using a masked ticket reference. | Ran de-duplication on EDI queue and restored the correct CODECO snapshot. Set precedence to prefer TOS for equipment attributes; added a rule to reject backdated updates within 120 minutes. Customer notified using a masked ticket reference.
IMPORT/EXPORT,"An EDI submission error for SITC (CS0057480/v) has been flagged with a schema error for IMA2. The error message indicates that the input file contains invalid content and needs to be corrected before resubmission. Customer Service is inquiring whether the error can be ignored as per the FAQ. | Check Input File Validity: Inspect the input file associated with the error to confirm if it contains invalid content or schema issues. Action: Validate the file against the correct schema to ensure compliance. Determine Alert Relevance: Review the FAQ and guidelines to assess if the error can indeed be ignored. If it’s a non-critical issue, note whether Customer Service can safely proceed. Resubmit or Escalate: If the issue is not ignorable, correct the schema error and resubmit the file. If needed, escalate to the relevant team for further assistance or clarification. | Check Input File Validity: Inspect the input file associated with the error to confirm if it contains invalid content or schema issues. Action: Validate the file against the correct schema to ensure compliance. Determine Alert Relevance: Review the FAQ and guidelines to assess if the error can indeed be ignored. If it’s a non-critical issue, note whether Customer Service can safely proceed. Resubmit or Escalate: If the issue is not ignorable, correct the schema error and resubmit the file. If needed, escalate to the relevant team for further assistance or clarification."
EDI/API,Translator rejected BAPLIE: missing DTM count alignment (UNH/UNT mismatch). Partner Partner-D interchange quarantined; downstream milestone not created. Context tokens: STOWAGE. All numeric identifiers are randomized placeholders; no credentials stored. | Escalate to EDIAPI Product Team | Escalate to EDIAPI Product Team
Container Report,401 responses and timeouts on '/edi/upload' when querying ONEU8232971. slowest 5% of requests latency > 10s; retries exhausted—gaps visible in customer timeline. Coincides with partner load test near Tuas Port. | Escalate to Container Product Team | Escalate to Container Product Team
EDI/API,"Time zone drift caused eventTime to serialize in UTC+0 for partner Partner-D, while TOS computed local UTC+8. Container MSCU1982614 milestones appeared out-of-order on the portal; ANSI X12 301 'Gate Out' overshadowed later 'Loaded' event. Booking BK-S0NSMKCM not impacted operationally but customer view inconsistent. Context tokens: OTHER. All numeric identifiers are randomized placeholders; no credentials stored. | Set precedence to TOS for equipment attributes; forced cache purge and re-index. Backfilled corrected attributes, then locked fields for 6h to prevent drift. Added rule to reject backdated EDI updates if newer move exists within 120 minutes. Communications used masked ticket references where applicable. | Set precedence to TOS for equipment attributes; forced cache purge and re-index. Backfilled corrected attributes, then locked fields for 6h to prevent drift. Added rule to reject backdated EDI updates if newer move exists within 120 minutes. Communications used masked ticket references where applicable."
EDI/API,"Time zone drift caused eventTime to serialize in UTC+0 for partner Partner-A, while TOS computed local UTC+8. Container MSCU5604969 milestones appeared out-of-order on the portal; ANSI X12 301 'Gate Out' overshadowed later 'Loaded' event. Booking BK-D64AT1HX not impacted operationally but customer view inconsistent. Context tokens: SAXP, HLCUPN7241107580. All numeric identifiers are randomized placeholders; no credentials stored. | Escalate to EDIAPI Product Team | Escalate to EDIAPI Product Team"
EDI/API,"Shipper/consignee role swap observed on API payload for OOCL2332570. Upstream denormalization reversed NAD qualifiers; billing prep failed validation. Partner: Partner-C; affected terminal: Tuas Port. All numeric identifiers are randomized placeholders; no credentials stored. | Set precedence to TOS for equipment attributes; forced cache purge and re-index. Backfilled corrected attributes, then locked fields for 6h to prevent drift. Added rule to reject backdated EDI updates if newer move exists within 120 minutes. Communications used masked ticket references where applicable. | Set precedence to TOS for equipment attributes; forced cache purge and re-index. Backfilled corrected attributes, then locked fields for 6h to prevent drift. Added rule to reject backdated EDI updates if newer move exists within 120 minutes. Communications used masked ticket references where applicable."
EDI/API,"Shipper/consignee role swap observed on API payload for MSCU8295045. Upstream denormalization reversed NAD qualifiers; billing prep failed validation. Partner: Partner-C; affected terminal: PSA Pasir Panjang. Context tokens: SZTY, PASSION. All numeric identifiers are randomized placeholders; no credentials stored. | Set precedence to TOS for equipment attributes; forced cache purge and re-index. Backfilled corrected attributes, then locked fields for 6h to prevent drift. Added rule to reject backdated EDI updates if newer move exists within 120 minutes. Communications used masked ticket references where applicable. | Set precedence to TOS for equipment attributes; forced cache purge and re-index. Backfilled corrected attributes, then locked fields for 6h to prevent drift. Added rule to reject backdated EDI updates if newer move exists within 120 minutes. Communications used masked ticket references where applicable."
Vessel,"BAPLIE inconsistency for MV CORAL WAVE/002E: COARRI shows discharge completed for bay 22, but BAPLIE still lists units in those slots. Older timestamp regressed the plan. All numeric identifiers are randomized placeholders; no credentials stored. | Enabled conflict resolution preferring max(eventTime); reprocessed from quarantine; verified stowage/discharge alignment across systems. Communications used masked ticket references where applicable. | Enabled conflict resolution preferring max(eventTime); reprocessed from quarantine; verified stowage/discharge alignment across systems. Communications used masked ticket references where applicable."
Container Booking,"Discrepancy between customer portal and TOS for container CMAU2117550 on voyage QS19. Portal shows 'Loaded @ BP01' while TOS indicates 'In Yard - Block J4'. Audit trail reveals a late yard move event, potentially overwritten by an older milestone. Booking BK-ZZPQK51F and seal S7924-MF8 included (randomized placeholders). Yard crane QC15 handled the last move at PSA Tanjong Pagar. | Ran cross-system compare and forced cache invalidation. Re-ordered events by eventTime; replayed 'Yard Move Completed'. Corrected size/type to manifest truth and locked the attribute for 6 hours. Published reconciliation summary with sanitized diffs. | Ran cross-system compare and forced cache invalidation. Re-ordered events by eventTime; replayed 'Yard Move Completed'. Corrected size/type to manifest truth and locked the attribute for 6 hours. Published reconciliation summary with sanitized diffs."
Vessel,"Schedule API intermittently returns 429 for MV CORAL WAVE/7A; slowest 5% of requests latency > 12s. External subscribers missed webhook pushes; fallback polling exposed gaps in berth window at PSA Keppel. All numeric identifiers are randomized placeholders; no credentials stored. | Increased timeout, tuned backoff, enabled request coalescing. Rotated OAuth keys; enforced clock-skew tolerance; added SLI alerts for error-rate/latency. Communications used masked ticket references where applicable. | Increased timeout, tuned backoff, enabled request coalescing. Rotated OAuth keys; enforced clock-skew tolerance; added SLI alerts for error-rate/latency. Communications used masked ticket references where applicable."
EDI/API,"Rate limiter throttled legitimate traffic after load surge. Hot keys on '/edi/upload/1ZXDAN' created cache stampede; error budget burned for the window. Context tokens: HEADING, FEDI. All numeric identifiers are randomized placeholders; no credentials stored. | Introduced per-partner rate shaping; added idempotency keys for webhook retries; validated TLS and cipher compatibility; published sanitized RCA. Communications used masked ticket references where applicable. | Introduced per-partner rate shaping; added idempotency keys for webhook retries; validated TLS and cipher compatibility; published sanitized RCA. Communications used masked ticket references where applicable."
EDI/API,EDIFACT COARRI duplicate detected with conflicting control numbers; later message had older eventTime. Quarantine spiked; publish paused to avoid regression. All numeric identifiers are randomized placeholders; no credentials stored. | Implemented pre-ingest normalizer for qualifiers; updated partner IG notes; enabled anomaly detection for repeated segment errors exceeds threshold. Communications used masked ticket references where applicable. | Implemented pre-ingest normalizer for qualifiers; updated partner IG notes; enabled anomaly detection for repeated segment errors exceeds threshold. Communications used masked ticket references where applicable.
Vessel,"ETA/ETB mismatch for MV BLUE ORBIT (IMO 3185584, CS-C01SB) on voyage 43C. Berth plan shows ETB at BP01 while TOS differs by >90 minutes due to tidal constraints. Partner portal still displays outdated ETA; yard resource plan at Tuas Port reflects older figures. Pilotage request pending; quay Q1 crane allocation misaligned. All numeric identifiers are randomized placeholders; no credentials stored. | Reconciled ETA/ETB across systems; normalized times to port TZ and re-published. Triggered berth plan recalculation and crane profile refresh. Added drift guard to auto-alert on >30 min divergence. Communications used masked ticket references where applicable. | Reconciled ETA/ETB across systems; normalized times to port TZ and re-published. Triggered berth plan recalculation and crane profile refresh. Added drift guard to auto-alert on >30 min divergence. Communications used masked ticket references where applicable."
Vessel,"ANSI X12 301 inconsistency for MV SUNRISE REEF/001W: COARRI shows discharge completed for bay 22, but BAPLIE still lists units in those slots. Older timestamp regressed the plan. All numeric identifiers are randomized placeholders; no credentials stored. | Escalate to Vessel Product Team | Escalate to Vessel Product Team"
Vessel,"BAPLIE inconsistency for MV NORTHERN SKY/7A: COARRI shows discharge completed for bay 22, but BAPLIE still lists units in those slots. Older timestamp regressed the plan. All numeric identifiers are randomized placeholders; no credentials stored. | Enabled conflict resolution preferring max(eventTime); reprocessed from quarantine; verified stowage/discharge alignment across systems. Communications used masked ticket references where applicable. | Enabled conflict resolution preferring max(eventTime); reprocessed from quarantine; verified stowage/discharge alignment across systems. Communications used masked ticket references where applicable."
Vessel,"Schedule API intermittently returns 429 for MV SEA HORIZON/001W; slowest 5% of requests latency > 12s. External subscribers missed webhook pushes; fallback polling exposed gaps in berth window at PSA Tanjong Pagar. All numeric identifiers are randomized placeholders; no credentials stored. | Increased timeout, tuned backoff, enabled request coalescing. Rotated OAuth keys; enforced clock-skew tolerance; added SLI alerts for error-rate/latency. Communications used masked ticket references where applicable. | Increased timeout, tuned backoff, enabled request coalescing. Rotated OAuth keys; enforced clock-skew tolerance; added SLI alerts for error-rate/latency. Communications used masked ticket references where applicable."
Vessel,"Schedule API intermittently returns 500 for MV TITAN CREST/19E; slowest 5% of requests latency > 12s. External subscribers missed webhook pushes; fallback polling exposed gaps in berth window at Tuas Port. All numeric identifiers are randomized placeholders; no credentials stored. | Increased timeout, tuned backoff, enabled request coalescing. Rotated OAuth keys; enforced clock-skew tolerance; added SLI alerts for error-rate/latency. Communications used masked ticket references where applicable. | Increased timeout, tuned backoff, enabled request coalescing. Rotated OAuth keys; enforced clock-skew tolerance; added SLI alerts for error-rate/latency. Communications used masked ticket references where applicable."
Container Booking,"Reefer NYKU5956048 telemetry gap. Temperature feed offline briefly; backfill later within acceptable range. Yard block G7, handled by YC22. | Reset telemetry bridge; enabled store-and-forward; alert for >5m gaps; confirmed stability post-recovery; tagged for periodic review. | Reset telemetry bridge; enabled store-and-forward; alert for >5m gaps; confirmed stability post-recovery; tagged for periodic review."
Container Booking,"Customs flag toggled incorrectly for EITU5323043, causing manual hold. Downstream feeds showed 'Hold' while TOS remained 'Available' at PSA Pasir Panjang. | Reconciled customs flag; locked status to TOS for 4h; added dual-confirmation safeguard; published sanitized summary. | Reconciled customs flag; locked status to TOS for 4h; added dual-confirmation safeguard; published sanitized summary."
Container Booking,"Reefer CMAU8051929 telemetry gap. Temperature feed offline briefly; backfill later within acceptable range. Yard block C4, handled by YC26. | Reconciled customs flag; locked status to TOS for 4h; added dual-confirmation safeguard; published sanitized summary. | Reconciled customs flag; locked status to TOS for 4h; added dual-confirmation safeguard; published sanitized summary."
Vessel,"ETA/ETB mismatch for MV BLUE ORBIT (IMO 9902297, CS-Z4P0U) on voyage 211S. Berth plan shows ETB at TP04 while TOS differs by >90 minutes due to tidal constraints. Partner portal still displays outdated ETA; yard resource plan at Pasir Panjang Terminal 2 reflects older figures. Pilotage request pending; quay Q4 crane allocation misaligned. All numeric identifiers are randomized placeholders; no credentials stored. | Reconciled ETA/ETB across systems; normalized times to port TZ and re-published. Triggered berth plan recalculation and crane profile refresh. Added drift guard to auto-alert on >30 min divergence. Communications used masked ticket references where applicable. | Reconciled ETA/ETB across systems; normalized times to port TZ and re-published. Triggered berth plan recalculation and crane profile refresh. Added drift guard to auto-alert on >30 min divergence. Communications used masked ticket references where applicable."
Container Report,"Translator rejected EDIFACT COARRI for EMCU5935868: segment count mismatch, sequence skipped 018→019→021. Missing public milestone though warehouse shows correct move. | Engaged partner; shared sanitized samples; added pre-ingest normalizer for qualifiers; updated monitoring for repeated segment anomalies. | Engaged partner; shared sanitized samples; added pre-ingest normalizer for qualifiers; updated monitoring for repeated segment anomalies."
Container Report,Callback delivery failures for NYKU8964499. Webhook sender faced 401 due to peer TLS renegotiation. Queue grew and breaker opened. Affected endpoint '/edi/upload'. | Introduced token-leeway (+60s); purged problematic cache entries; rebuilt hot keys. Shaped traffic during partner tests and published sanitized RCA. | Introduced token-leeway (+60s); purged problematic cache entries; rebuilt hot keys. Shaped traffic during partner tests and published sanitized RCA.
EDI/API,Rate limiter throttled legitimate traffic after load surge. Hot keys on '/webhooks/delivery/0VX1CL' created cache stampede; error budget burned for the window. All numeric identifiers are randomized placeholders; no credentials stored. | Scaled read replicas and split hot key namespaces; added half-open probes to breaker; restored normal delivery and rebuilt backlog safely. Communications used masked ticket references where applicable. | Scaled read replicas and split hot key namespaces; added half-open probes to breaker; restored normal delivery and rebuilt backlog safely. Communications used masked ticket references where applicable.
Vessel,"Schedule API intermittently returns 502 for MV AURORA BAY/12B; slowest 5% of requests latency > 12s. External subscribers missed webhook pushes; fallback polling exposed gaps in berth window at PSA Pasir Panjang. All numeric identifiers are randomized placeholders; no credentials stored. | Increased timeout, tuned backoff, enabled request coalescing. Rotated OAuth keys; enforced clock-skew tolerance; added SLI alerts for error-rate/latency. Communications used masked ticket references where applicable. | Increased timeout, tuned backoff, enabled request coalescing. Rotated OAuth keys; enforced clock-skew tolerance; added SLI alerts for error-rate/latency. Communications used masked ticket references where applicable."
IMPORT/EXPORT,"Issue: The vessel SPIRIT OF BERTRAM (0ZN65W1MA) with reference CS0057455/L is missing TLI (Terminal Loading Instructions). There is an inquiry about whether additional costs have been incurred for the TLI declaration. Impact: The TLI is not present, which could potentially cause delays or additional charges due to missed declarations or processing errors. | Verify TLI Status: Check the system or database to confirm if the TLI for SPIRIT OF BERTRAM has been declared or logged correctly. This involves querying the TLI database or TLI submission system. Review the TLI Submission Process: Investigate the TLI submission process to identify if the TLI was missed due to manual errors or system failures. Verify if there was any API failure or data sync issue preventing the TLI from being properly logged. Check for Additional Costs: Determine if there are additional charges tied to the missing TLI. This could involve checking the billing system for any fees or penalties associated with late declarations. Resolve System Sync Issues (if applicable): If the missing TLI is due to a system sync issue, work with the IT team to resolve any data inconsistencies between the TLI declaration system and the billing system to prevent further discrepancies. | Verify TLI Status: Check the system or database to confirm if the TLI for SPIRIT OF BERTRAM has been declared or logged correctly. This involves querying the TLI database or TLI submission system. Review the TLI Submission Process: Investigate the TLI submission process to identify if the TLI was missed due to manual errors or system failures. Verify if there was any API failure or data sync issue preventing the TLI from being properly logged. Check for Additional Costs: Determine if there are additional charges tied to the missing TLI. This could involve checking the billing system for any fees or penalties associated with late declarations. Resolve System Sync Issues (if applicable): If the missing TLI is due to a system sync issue, work with the IT team to resolve any data inconsistencies between the TLI declaration system and the billing system to prevent further discrepancies."
Vessel,"System failed to update the vessel’s ETA due to weather delays, resulting in a mismatch between the port’s schedule and the vessel’s updated arrival time. | A system patch was deployed to update the processing flow, allowing for real-time weather adjustments. Stakeholders were informed of the new scheduling and crane allocation. | A system patch was deployed to update the processing flow, allowing for real-time weather adjustments. Stakeholders were informed of the new scheduling and crane allocation."
EDI/API,"Field mapping mismatch across systems for container ONEU5933867. Partner Partner-B posted EDIFACT CODECO with size/type as 22G1, but our master lists 45R1. Public API reflected partner payload, breaking yard slotting at PSA Pasir Panjang. Booking BK-A49N3EJ7 shows reefer flag OFF while TOS maintains ON. Audit indicates stale backfill job re-applied older attributes. Context tokens: MAY-25. All numeric identifiers are randomized placeholders; no credentials stored. | Normalized eventTime to port timezone and added ingestion check to convert to UTC then localize. Re-sequenced milestones and republished to API/portal. Enabled alert on cross-system timestamp divergence > 30 minutes. Communications used masked ticket references where applicable. | Normalized eventTime to port timezone and added ingestion check to convert to UTC then localize. Re-sequenced milestones and republished to API/portal. Enabled alert on cross-system timestamp divergence > 30 minutes. Communications used masked ticket references where applicable."
EDI/API,"Shipper/consignee role swap observed on API payload for MSCU9550891. Upstream denormalization reversed NAD qualifiers; billing prep failed validation. Partner: Partner-C; affected terminal: Tuas Port. All numeric identifiers are randomized placeholders; no credentials stored. | Shipper/consignee role swap observed on API payload for MSCU9550891. Upstream denormalization reversed NAD qualifiers; billing prep failed validation. Partner: Partner-C; affected terminal: Tuas Port. All numeric identifiers are randomized placeholders; no credentials stored.', the resolution involves optimizing the system parameters and adjusting configurations to resolve the conflict. | Shipper/consignee role swap observed on API payload for MSCU9550891. Upstream denormalization reversed NAD qualifiers; billing prep failed validation. Partner: Partner-C; affected terminal: Tuas Port. All numeric identifiers are randomized placeholders; no credentials stored.', the resolution involves optimizing the system parameters and adjusting configurations to resolve the conflict."
EDI/API,"Unexpected qualifier 'ACD' in EQD segment from Partner-D; schema validation failed; containers in the message not reflected on the portal timeline. Context tokens: EXIT, CSV. All numeric identifiers are randomized placeholders; no credentials stored. | Implemented pre-ingest normalizer for qualifiers; updated partner IG notes; enabled anomaly detection for repeated segment errors exceeds threshold. Communications used masked ticket references where applicable. | Implemented pre-ingest normalizer for qualifiers; updated partner IG notes; enabled anomaly detection for repeated segment errors exceeds threshold. Communications used masked ticket references where applicable."
Vessel,"ETA/ETB Mismatch: The TOS shows a 90-minute discrepancy with the berth plan’s ETB due to tidal constraints. This may be due to incorrect system calculations or data sync issues. Outdated ETA on Partner Portal: The Partner Portal is displaying outdated ETA, indicating a potential sync failure between TOS and the portal. Yard Resource Plan: PSA Keppel’s yard plan shows old figures, likely due to data refresh or sync issues from the TOS. Pending Pilotage Request: The pilotage request is still pending, possibly due to a workflow processing issue in the vessel scheduling system. Misaligned Crane Allocation: The Q4 crane allocation is misaligned, possibly due to resource scheduling errors in the TOS. | Fix ETA/ETB Mismatch: Verify sync between TOS and berth plan; ensure tidal constraints are factored into ETA/ETB calculations. Update Partner Portal ETA: Investigate TOS to Partner Portal sync issues and ensure real-time updates for ETA. Revise Yard Resource Plan: Check the data refresh mechanism for PSA Keppel’s yard plan to ensure it reflects the latest figures. Process Pilotage Request: Identify and resolve workflow bottlenecks causing delays in the pilotage request processing. Re-align Crane Allocation: Review Q4 crane allocation logic in TOS and ensure proper alignment with the vessel schedule. | Fix ETA/ETB Mismatch: Verify sync between TOS and berth plan; ensure tidal constraints are factored into ETA/ETB calculations. Update Partner Portal ETA: Investigate TOS to Partner Portal sync issues and ensure real-time updates for ETA. Revise Yard Resource Plan: Check the data refresh mechanism for PSA Keppel’s yard plan to ensure it reflects the latest figures. Process Pilotage Request: Identify and resolve workflow bottlenecks causing delays in the pilotage request processing. Re-align Crane Allocation: Review Q4 crane allocation logic in TOS and ensure proper alignment with the vessel schedule."
EDI/API,"Field mapping mismatch across systems for container ONEU5169339. Partner Partner-E posted ANSI X12 315 with size/type as 22G1, but our master lists 45R1. Public API reflected partner payload, breaking yard slotting at Tuas Port. Booking BK-UJA1MQJW shows reefer flag OFF while TOS maintains ON. Audit indicates stale backfill job re-applied older attributes. Context tokens: WLO8168752. All numeric identifiers are randomized placeholders; no credentials stored. | Normalized eventTime to port timezone and added ingestion check to convert to UTC then localize. Re-sequenced milestones and republished to API/portal. Enabled alert on cross-system timestamp divergence > 30 minutes. Communications used masked ticket references where applicable. | Normalized eventTime to port timezone and added ingestion check to convert to UTC then localize. Re-sequenced milestones and republished to API/portal. Enabled alert on cross-system timestamp divergence > 30 minutes. Communications used masked ticket references where applicable."
IMPORT/EXPORT,"[EDI] pcdg NullPointerException: null Root cause: java.lang.NullPointerException at com(Impl.java:89) at com.Process(ServiceImpl.java:17) at com.processMessage(Processor.java:154) at com.Driver.run(Driver.java:59) at comApplication.run(Application.java:24) | App side couldn't get IMO so system hit the exception below. Please help inform user to update DGS segment, its imo class is missing, Un no and flash point value is not correct. Please refer to the below simple: DGS+IMA+1+1855+11:CEL' | App side couldn't get IMO so system hit the exception below. Please help inform user to update DGS segment, its imo class is missing, Un no and flash point value is not correct. Please refer to the below simple: DGS+IMA+1+1855+11:CEL'"
Container Report,500 responses and timeouts on '/yard/locations' when querying MAEU3542596. slowest 5% of requests latency > 10s; retries exhausted—gaps visible in customer timeline. Coincides with partner load test near PSA Keppel. | Introduced token-leeway (+60s); purged problematic cache entries; rebuilt hot keys. Shaped traffic during partner tests and published sanitized RCA. | Introduced token-leeway (+60s); purged problematic cache entries; rebuilt hot keys. Shaped traffic during partner tests and published sanitized RCA.
Container Report,"Translator rejected EDIFACT IFTSTA for TGHU3875030: segment count mismatch, sequence skipped 018→019→021. Missing public milestone though warehouse shows correct move. | Enabled conflict resolution preferring max(eventTime); replayed from quarantine; validated against TOS/warehouse scans; added anomaly detection for >30m skews. | Enabled conflict resolution preferring max(eventTime); replayed from quarantine; validated against TOS/warehouse scans; added anomaly detection for >30m skews."
EDI/API,"Intermittent 504 on '/manifest/validate' during webhook deliveries to Partner-A. slowest 5% of requests latency > 12s triggered breaker; retries hit max; delivery backlog observed. Downstream customer timeline showed gaps; PSA Pasir Panjang ops unaffected but visibility degraded. Context tokens: E//, VOYAGE. All numeric identifiers are randomized placeholders; no credentials stored. | Introduced per-partner rate shaping; added idempotency keys for webhook retries; validated TLS and cipher compatibility; published sanitized RCA. Communications used masked ticket references where applicable. | Introduced per-partner rate shaping; added idempotency keys for webhook retries; validated TLS and cipher compatibility; published sanitized RCA. Communications used masked ticket references where applicable."
Container Report,Inbound EDIFACT CODECO failed schema validation: unexpected qualifier in EQD for ONEU3689405. Downstream event not created; timeline incomplete. | Patched translator with partner-specific tolerance; reprocessed interchange; verified event creation and analytics ingestion; added schema constraint checks. | Patched translator with partner-specific tolerance; reprocessed interchange; verified event creation and analytics ingestion; added schema constraint checks.
Container Booking,Mismatched shipment party codes for TGHU8284372. Shipper/consignee swapped after a backfill job. Customer raised billing risk; TOS remains accurate but public API cached the wrong roles. Affected terminal: PSA Tanjong Pagar; booking BK-8KXO9T7E. | Mismatched shipment party codes for TGHU8284372. Shipper/consignee swapped after a backfill job. Customer raised billing risk; TOS remains accurate but public API cached the wrong roles. Affected terminal: PSA Tanjong Pagar; booking BK-8KXO9T7E.': Ran de-duplication on EDI queue and restored the correct CODECO snapshot. Set precedence to prefer TOS for equipment attributes; added a rule to reject backdated updates within 120 minutes. Customer notified. | Mismatched shipment party codes for TGHU8284372. Shipper/consignee swapped after a backfill job. Customer raised billing risk; TOS remains accurate but public API cached the wrong roles. Affected terminal: PSA Tanjong Pagar; booking BK-8KXO9T7E.': Ran de-duplication on EDI queue and restored the correct CODECO snapshot. Set precedence to prefer TOS for equipment attributes; added a rule to reject backdated updates within 120 minutes. Customer notified.
Vessel,"ETA/ETB mismatch for MV TITAN CREST (IMO 2570280, CS-8RXCZ) on voyage 25W. Berth plan shows ETB at TP04 while TOS differs by >90 minutes due to tidal constraints. Partner portal still displays outdated ETA; yard resource plan at Tuas Port reflects older figures. Pilotage request pending; quay Q1 crane allocation misaligned. All numeric identifiers are randomized placeholders; no credentials stored. | Reconciled ETA/ETB across systems; normalized times to port TZ and re-published. Triggered berth plan recalculation and crane profile refresh. Added drift guard to auto-alert on >30 min divergence. Communications used masked ticket references where applicable. | Reconciled ETA/ETB across systems; normalized times to port TZ and re-published. Triggered berth plan recalculation and crane profile refresh. Added drift guard to auto-alert on >30 min divergence. Communications used masked ticket references where applicable."
EDI/API,Shipper/consignee role swap observed on API payload for MSCU5728491. Upstream denormalization reversed NAD qualifiers; billing prep failed validation. Partner: Partner-E; affected terminal: PSA Tanjong Pagar. Context tokens: MAY-25. All numeric identifiers are randomized placeholders; no credentials stored. | Patched mapper to respect NAD roles; added tests for role inversion; flushed CDN. Sent sanitized incident summary to stakeholders; identifiers masked. Communications used masked ticket references where applicable. | Patched mapper to respect NAD roles; added tests for role inversion; flushed CDN. Sent sanitized incident summary to stakeholders; identifiers masked. Communications used masked ticket references where applicable.
Container Booking,Weight and size attributes for NYKU0963794 do not align with manifest data. OMS lists 22G1 whereas the EDI intake translated to 45R1—slot planning at PSA Pasir Panjang misallocated. Voyage MN45; last known location Block D2. Suspect duplicate CODECO from yesterday caused field overwrite. | Escalate to Container Product Team | Escalate to Container Product Team
